Open,High,Low,Close,GDP_Growth,Interest_Rate,Inflation_Rate,News_Sentiment,Stock_Trend
249.81604753894499,253.51870611571738,244.58193386422687,250.59372731636753,2.0039711479851494,3.936355202774421,5.186055632622576,negative,1
480.2857225639665,491.12374151153364,475.3461465825265,487.9158629548874,3.6380263050999044,4.734356593750214,1.3790908968413298,positive,1
392.797576724562,410.2564934420902,374.6724851141413,383.5851369106574,3.3211265085311137,8.545473932021803,6.979156506838519,negative,0
339.46339367881467,354.10789140700587,334.4724696818245,346.7421361527509,-0.9227006671435842,3.400043860598921,4.904929912553932,negative,1
162.40745617697462,178.53867913420362,156.968461654402,169.30114685401566,-0.9552537118096827,8.696496848121713,1.257631068455634,positive,1
162.39780813448107,175.57347546869542,147.2098428861218,170.83193769695066,-0.12277942578560674,0.8813443097669149,7.698704459849655,positive,1
123.23344486727979,137.07897615763684,114.23864801826899,134.93397380249624,0.5275230843872603,7.767984372086307,4.146923706682565,negative,1
446.47045830997405,463.4543713412804,430.93624717087044,431.3315625752834,0.859189069859378,8.475476330547364,0.58318761497324,negative,0
340.4460046972835,345.43936487446723,339.1386815459958,343.3854676130672,2.757880517833417,1.8181765283733875,5.014663235320538,positive,1
383.2290311184182,393.017530391281,373.47760724495055,374.49047477597867,-1.6032369748391522,4.303465323722005,2.025591256102482,positive,0
108.23379771832097,112.65798655471302,107.56152571465532,110.3587624079484,-1.7572910704175353,1.6549977466365562,6.42954761501842,negative,1
487.96394086479773,507.71730102473066,486.71087679569064,492.75301192413866,0.7433739406073632,7.066041289942177,6.542576588529525,negative,1
432.9770563201687,451.8582431139009,414.8483072532805,426.20208952513417,2.8801458449658632,5.353477680616567,7.831578846837295,negative,0
184.93564427131048,185.7241804986806,182.1507368489586,183.4120141717358,-0.645952599304622,6.353233467083211,4.01495624819603,positive,0
172.72998688284025,186.841490333154,162.0815732373359,177.46472276806205,2.4905313687937616,1.9648696695621115,3.639655037821897,negative,1
173.36180394137352,191.86677028968683,165.1398918893594,174.06800470142215,-0.18120303441790364,2.117458620524195,6.027804843571845,neutral,1
221.69689718381508,225.30840408636175,214.75003065863822,222.4861408449089,4.202602761694615,0.4149732550990637,1.0597652507354125,positive,1
309.9025726528952,321.26147726394777,291.9059057391497,303.781038340103,4.269829609866315,3.220675351957297,4.375324110344994,negative,0
272.7780074568463,291.0877734086071,272.34153952133653,273.6229046012905,0.08101042996928554,5.59744661333675,4.3699808010468075,positive,1
216.49165607921677,217.17057565093273,203.21586235570499,214.15300624988356,-0.39004372225731654,8.579349139973289,0.7157849824830977,neutral,0
344.74115788895176,358.6895632338886,325.4732692046808,334.9651017356459,0.8791278044636188,6.669274474586807,3.3438726840553086,positive,0
155.79754426081672,161.74452440826775,144.59418059157989,152.0162813691824,-0.31627890373895884,4.353963233997514,6.826278388537616,negative,0
216.85785941408727,235.3457833216179,198.12141017342543,223.63662905462354,2.706686903041925,9.531201143941377,6.849228975957282,neutral,1
246.5447373174767,265.9659022207841,245.4995797317562,252.30373465742466,3.782452791837999,7.192452005758319,0.793901319357448,neutral,1
282.4279936868144,301.31332346908306,274.05212730533117,275.5947199776014,2.7116449163785195,9.301652028625501,0.7257670619826468,negative,0
414.07038455720544,423.5546688903547,408.8672287379644,414.3591717376842,3.7704531307454463,5.2758797327216564,2.1015638160154824,negative,1
179.8695128633439,197.11036588313019,165.25309356372932,195.34064925429394,0.7789451354523189,2.589042747931396,6.998128500431948,negative,1
305.69377536544465,322.58476333614607,286.0678335554997,309.50200347947657,-0.9057812050379739,0.5282668636472199,1.0312206805879915,positive,1
336.965827544817,343.3478370096821,331.83522629593205,339.5657043369379,3.165656631783145,7.260848514838505,5.75997442101957,positive,1
118.58016508799909,135.15847457101265,105.4966730585176,124.25130079961016,0.5233215359908772,1.2130299800553412,0.8093249569048258,positive,1
343.01794076057536,343.7580934548852,339.05598810538055,339.9916701064911,2.698895776603927,3.027751282719672,4.985102829982603,negative,0
168.2096494749166,180.13504704455767,156.9030443834844,166.62177782752565,-0.10549240612764033,5.324709078838974,2.8485383929531585,negative,0
126.0206371941118,130.62081393986585,116.74198746034507,127.1641506183959,-1.4313925563532912,5.644165877797477,6.311311703726936,positive,1
479.5542149013333,481.9655526168789,460.11410830870255,462.3292525339439,4.948072568414344,6.005831969871361,1.8695235906029088,neutral,0
486.25281322982374,487.7918772624079,474.0822677758944,477.89152083082803,-0.9065894444858049,1.6625533034970064,5.113614635119679,positive,0
423.35893924658444,437.2847147641472,416.36881180484806,422.1482754633199,4.918946957744367,3.7973740482164873,1.8854602766070796,neutral,0
221.84550766934828,228.6430069447096,219.5635919715896,223.4860710914624,4.840959527965131,6.171942271169667,5.70928226489723,negative,1
139.06884560255355,153.5641810331288,136.04390902785485,153.22023603462986,3.5567267273562777,9.698188646337847,6.98942427648599,negative,1
373.69321060486277,375.0003374208416,369.18687200583804,369.5792957264091,2.6159607345739833,7.276311376996887,1.0144143930140803,positive,0
276.0609974958405,282.3668042524527,271.0416642690346,276.916025639933,2.0446493517575925,9.226037570939578,6.932765508764028,positive,1
148.81529393791152,159.60511978541825,131.80297278108876,136.78969603777705,4.0627108176448425,7.62212058314177,4.748602035314383,negative,0
298.0707640445081,313.88522734128736,286.84630827885763,313.0923528259906,0.02607665133641568,5.917169688924004,1.0168839269361918,positive,1
113.75540844608736,120.13045850472875,103.28759021860003,105.19594622508147,1.2737684873941393,1.9202336913634455,3.420334842877696,negative,0
463.7281608315128,476.24598836025297,461.4327833941285,467.411407766644,2.3357297855655137,6.6668565189251305,1.2868823478807832,negative,1
203.51199264000678,221.2315476047305,186.30919877301807,212.07787561109504,0.8783333310864379,6.233795659599071,5.602783110932556,neutral,1
